,Unnamed: 0,LONGITUDE,LATITUDE,DATE_START,DATE_END,FLAG,EQ_NUM,SURFSKINTEMP,SURFAIRTEMP,TOTH2OVAP,TOTO3,TOTCO,TOTCH4,OLR_ARIS,CLROLR_ARIS,OLR_NOAA,MODIS_LST,LABEL_PREDICTION
0,Fold3.1375,170.5,-20.5,2010-07-13,2010-07-17,1,75,2,5,11,13,12,1,5,5,3,1,0
1,Fold3.1376,170.5,-20.5,2010-07-18,2010-07-22,1,75,9,5,11,13,7,1,12,12,8,1,1
2,Fold3.1377,170.5,-20.5,2010-07-23,2010-07-27,1,75,9,1,2,15,1,8,12,12,1,3,1
3,Fold3.1378,170.5,-20.5,2010-07-28,2010-08-01,1,75,2,2,10,3,9,10,9,9,9,3,1
4,Fold3.1379,170.5,-20.5,2010-08-02,2010-08-06,1,75,10,5,2,12,7,1,2,2,4,1,1
5,Fold3.1380,170.5,-19.5,2010-07-13,2010-07-17,1,75,10,5,2,13,12,1,10,10,9,3,0
6,Fold3.1381,170.5,-19.5,2010-07-18,2010-07-22,1,75,9,9,11,8,7,6,8,8,1,2,0
7,Fold3.1382,170.5,-19.5,2010-07-23,2010-07-27,1,75,9,7,1,11,2,2,1,1,3,1,0
8,Fold3.1383,170.5,-19.5,2010-07-28,2010-08-01,1,75,2,2,10,3,11,10,8,8,6,1,0
9,Fold3.1384,170.5,-19.5,2010-08-02,2010-08-06,1,75,10,5,2,8,4,1,3,3,4,3,0
10,Fold3.1385,170.5,-18.5,2010-07-13,2010-07-17,1,75,5,5,11,13,4,1,6,6,3,3,1
11,Fold3.1386,170.5,-18.5,2010-07-18,2010-07-22,1,75,4,10,11,8,8,6,11,11,7,3,0
12,Fold3.1387,170.5,-18.5,2010-07-23,2010-07-27,1,75,8,7,1,11,1,2,3,3,5,3,0
13,Fold3.1388,170.5,-18.5,2010-07-28,2010-08-01,1,75,10,2,10,1,9,10,11,11,6,3,0
14,Fold3.1389,170.5,-18.5,2010-08-02,2010-08-06,1,75,10,5,2,8,4,1,8,8,7,3,1
15,Fold3.1390,170.5,-17.5,2010-07-13,2010-07-17,1,75,1,1,2,9,4,1,6,6,3,3,0
16,Fold3.1391,170.5,-17.5,2010-07-18,2010-07-22,1,75,2,2,3,17,9,10,1,1,7,3,0
17,Fold3.1392,170.5,-17.5,2010-07-23,2010-07-27,1,75,9,9,2,12,10,6,12,12,5,3,1
18,Fold3.1393,170.5,-17.5,2010-07-28,2010-08-01,1,75,4,10,11,3,9,3,8,8,5,3,1
19,Fold3.1394,170.5,-17.5,2010-08-02,2010-08-06,1,75,10,5,11,9,15,1,5,5,3,3,1
20,Fold3.1395,170.5,-16.5,2010-07-13,2010-07-17,1,75,9,5,2,9,15,1,5,5,1,3,1
21,Fold3.1396,170.5,-16.5,2010-07-18,2010-07-22,1,75,2,2,3,1,9,10,3,3,5,3,0
22,Fold3.1397,170.5,-16.5,2010-07-23,2010-07-27,1,75,3,7,3,12,11,7,11,11,1,3,1
23,Fold3.1398,170.5,-16.5,2010-07-28,2010-08-01,1,75,10,10,11,3,9,6,8,8,5,3,1
24,Fold3.1399,170.5,-16.5,2010-08-02,2010-08-06,1,75,10,5,2,9,15,1,5,5,1,3,1
25,Fold3.1400,170.5,-15.5,2010-07-13,2010-07-17,1,75,9,1,5,9,15,1,10,10,5,3,0
26,Fold3.1401,170.5,-15.5,2010-07-18,2010-07-22,1,75,2,10,10,1,9,10,1,1,5,3,1
27,Fold3.1402,170.5,-15.5,2010-07-23,2010-07-27,1,75,2,2,12,8,11,10,11,11,5,3,1
28,Fold3.1403,170.5,-15.5,2010-07-28,2010-08-01,1,75,10,5,11,17,3,6,8,8,3,3,0
29,Fold3.1404,170.5,-15.5,2010-08-02,2010-08-06,1,75,10,4,9,13,15,1,7,7,1,3,1
30,Fold3.1405,169.5,-20.5,2010-07-13,2010-07-17,1,75,2,5,2,9,15,1,5,5,9,1,0
31,Fold3.1406,169.5,-20.5,2010-07-18,2010-07-22,1,75,5,6,12,13,8,6,4,4,8,1,0
32,Fold3.1407,169.5,-20.5,2010-07-23,2010-07-27,1,75,5,7,1,5,13,8,8,8,1,1,1
33,Fold3.1408,169.5,-20.5,2010-07-28,2010-08-01,1,75,10,2,10,3,3,3,9,9,3,1,0
34,Fold3.1409,169.5,-20.5,2010-08-02,2010-08-06,1,75,5,1,2,12,4,1,8,8,8,1,1
35,Fold3.1410,169.5,-19.5,2010-07-13,2010-07-17,1,75,5,5,2,13,12,1,8,8,3,3,0
36,Fold3.1411,169.5,-19.5,2010-07-18,2010-07-22,1,75,10,9,2,8,8,1,8,8,7,3,1
37,Fold3.1412,169.5,-19.5,2010-07-23,2010-07-27,1,75,5,7,1,11,1,8,12,12,1,1,1
38,Fold3.1413,169.5,-19.5,2010-07-28,2010-08-01,1,75,4,2,10,3,3,10,8,8,9,3,1
39,Fold3.1414,169.5,-19.5,2010-08-02,2010-08-06,1,75,10,5,2,8,4,1,8,8,2,4,1
40,Fold3.1415,169.5,-18.5,2010-07-13,2010-07-17,1,75,5,5,2,13,12,1,6,12,9,1,1
41,Fold3.1416,169.5,-18.5,2010-07-18,2010-07-22,1,75,1,5,11,8,8,6,6,6,7,1,1
42,Fold3.1417,169.5,-18.5,2010-07-23,2010-07-27,1,75,3,7,1,11,1,8,8,8,1,1,0
43,Fold3.1418,169.5,-18.5,2010-07-28,2010-08-01,1,75,4,2,10,3,9,10,11,11,4,4,1
44,Fold3.1419,169.5,-18.5,2010-08-02,2010-08-06,1,75,10,4,9,8,4,1,8,8,3,1,0
45,Fold3.1420,169.5,-17.5,2010-07-13,2010-07-17,1,75,9,5,2,13,4,1,10,10,3,1,0
46,Fold3.1421,169.5,-17.5,2010-07-18,2010-07-22,1,75,6,10,11,17,9,3,1,1,3,3,1
47,Fold3.1422,169.5,-17.5,2010-07-23,2010-07-27,1,75,3,7,1,15,2,5,11,11,5,3,0
48,Fold3.1423,169.5,-17.5,2010-07-28,2010-08-01,1,75,1,2,10,3,9,10,6,6,5,1,1
49,Fold3.1424,169.5,-17.5,2010-08-02,2010-08-06,1,75,4,5,2,8,4,1,5,5,9,2,0
50,Fold3.1425,169.5,-16.5,2010-07-13,2010-07-17,1,75,9,5,11,9,4,1,10,10,1,1,1
51,Fold3.1426,169.5,-16.5,2010-07-18,2010-07-22,1,75,2,10,3,3,9,10,1,1,5,3,1
52,Fold3.1427,169.5,-16.5,2010-07-23,2010-07-27,1,75,1,10,10,8,11,6,8,6,1,3,1
53,Fold3.1428,169.5,-16.5,2010-07-28,2010-08-01,1,75,10,10,9,3,3,6,8,8,1,1,1
54,Fold3.1429,169.5,-16.5,2010-08-02,2010-08-06,1,75,10,5,2,9,15,1,5,5,1,3,1
55,Fold3.1430,169.5,-15.5,2010-07-13,2010-07-17,1,75,9,1,2,9,15,1,5,5,1,3,1
56,Fold3.1431,169.5,-15.5,2010-07-18,2010-07-22,1,75,2,2,3,1,7,10,9,9,5,3,1
57,Fold3.1432,169.5,-15.5,2010-07-23,2010-07-27,1,75,10,2,10,8,11,10,8,8,5,3,1
58,Fold3.1433,169.5,-15.5,2010-07-28,2010-08-01,1,75,4,10,11,17,3,6,9,9,6,3,1
59,Fold3.1434,169.5,-15.5,2010-08-02,2010-08-06,1,75,10,5,11,13,16,1,7,7,1,3,1
60,Fold3.1435,168.5,-20.5,2010-07-13,2010-07-17,1,75,5,5,11,9,15,1,5,5,9,1,1
61,Fold3.1436,168.5,-20.5,2010-07-18,2010-07-22,1,75,2,9,2,2,8,6,2,2,8,2,1
62,Fold3.1437,168.5,-20.5,2010-07-23,2010-07-27,1,75,9,1,7,5,2,8,12,12,4,1,1
63,Fold3.1438,168.5,-20.5,2010-07-28,2010-08-01,1,75,9,2,10,17,3,6,9,9,9,3,0
64,Fold3.1439,168.5,-20.5,2010-08-02,2010-08-06,1,75,10,1,2,15,7,1,12,12,2,2,1
65,Fold3.1440,168.5,-19.5,2010-07-13,2010-07-17,1,75,9,5,11,13,12,1,5,5,3,3,0
66,Fold3.1441,168.5,-19.5,2010-07-18,2010-07-22,1,75,10,2,10,8,8,6,3,3,8,3,1
67,Fold3.1442,168.5,-19.5,2010-07-23,2010-07-27,1,75,6,7,1,11,1,8,7,7,1,1,1
68,Fold3.1443,168.5,-19.5,2010-07-28,2010-08-01,1,75,9,2,10,1,3,10,9,9,3,2,0
69,Fold3.1444,168.5,-19.5,2010-08-02,2010-08-06,1,75,10,1,2,8,11,1,1,1,6,4,0
70,Fold3.1445,168.5,-18.5,2010-07-13,2010-07-17,1,75,9,5,2,13,12,1,10,10,9,3,0
71,Fold3.1446,168.5,-18.5,2010-07-18,2010-07-22,1,75,1,2,3,8,8,1,2,2,7,3,0
72,Fold3.1447,168.5,-18.5,2010-07-23,2010-07-27,1,75,6,7,1,5,6,8,8,8,1,1,1
73,Fold3.1448,168.5,-18.5,2010-07-28,2010-08-01,1,75,4,2,10,3,9,10,11,11,7,1,1
74,Fold3.1449,168.5,-18.5,2010-08-02,2010-08-06,1,75,10,9,2,8,4,6,5,5,9,4,1
75,Fold3.1450,168.5,-17.5,2010-07-13,2010-07-17,1,75,9,5,2,13,14,1,12,12,3,3,0
76,Fold3.1451,168.5,-17.5,2010-07-18,2010-07-22,1,75,4,2,3,17,7,6,9,9,3,1,0
77,Fold3.1452,168.5,-17.5,2010-07-23,2010-07-27,1,75,1,2,10,15,11,9,8,8,5,1,1
78,Fold3.1453,168.5,-17.5,2010-07-28,2010-08-01,1,75,1,2,3,1,9,10,11,11,5,1,1
79,Fold3.1454,168.5,-17.5,2010-08-02,2010-08-06,1,75,2,7,9,8,4,6,5,5,9,3,1
80,Fold3.1455,168.5,-16.5,2010-07-13,2010-07-17,1,75,9,9,2,9,4,1,12,12,1,1,1
81,Fold3.1456,168.5,-16.5,2010-07-18,2010-07-22,1,75,2,5,11,17,9,3,8,8,5,1,0
82,Fold3.1457,168.5,-16.5,2010-07-23,2010-07-27,1,75,1,2,3,12,11,5,6,6,5,1,1
83,Fold3.1458,168.5,-16.5,2010-07-28,2010-08-01,1,75,4,5,11,1,3,6,8,8,4,3,0
84,Fold3.1459,168.5,-16.5,2010-08-02,2010-08-06,1,75,2,7,1,8,15,1,3,3,1,3,0
85,Fold3.1460,168.5,-15.5,2010-07-13,2010-07-17,1,75,9,3,6,9,15,1,10,10,1,1,0
86,Fold3.1461,168.5,-15.5,2010-07-18,2010-07-22,1,75,6,5,11,1,9,6,9,9,7,1,1
87,Fold3.1462,168.5,-15.5,2010-07-23,2010-07-27,1,75,10,2,3,17,10,10,8,8,3,3,1
88,Fold3.1463,168.5,-15.5,2010-07-28,2010-08-01,1,75,10,10,11,17,9,6,9,9,1,1,1
89,Fold3.1464,168.5,-15.5,2010-08-02,2010-08-06,1,75,2,5,11,13,15,1,5,5,1,1,0
90,Fold3.1465,167.5,-15.5,2010-07-13,2010-07-17,1,75,9,3,6,9,15,5,12,12,3,1,1
91,Fold3.1466,167.5,-15.5,2010-07-18,2010-07-22,1,75,3,5,11,1,3,3,9,8,7,1,1
92,Fold3.1467,167.5,-15.5,2010-07-23,2010-07-27,1,75,4,2,3,5,2,7,12,5,3,3,0
93,Fold3.1468,167.5,-15.5,2010-07-28,2010-08-01,1,75,8,9,2,3,3,3,9,9,1,1,1
94,Fold3.1469,167.5,-15.5,2010-08-02,2010-08-06,1,75,2,5,11,13,16,1,7,7,3,1,1
95,Fold3.1470,167.5,-16.5,2010-07-13,2010-07-17,1,75,10,5,2,9,15,1,12,12,1,1,1
96,Fold3.1471,167.5,-16.5,2010-07-18,2010-07-22,1,75,3,5,11,17,9,3,1,8,5,3,0
97,Fold3.1472,167.5,-16.5,2010-07-23,2010-07-27,1,75,1,7,1,5,3,9,8,8,5,1,1
98,Fold3.1473,167.5,-16.5,2010-07-28,2010-08-01,1,75,3,4,1,3,9,10,9,9,4,1,0
99,Fold3.1474,167.5,-16.5,2010-08-02,2010-08-06,1,75,2,5,11,8,12,1,3,3,1,3,1
100,Fold3.1475,167.5,-17.5,2010-07-13,2010-07-17,1,75,5,5,2,13,15,1,12,12,3,3,0
101,Fold3.1476,167.5,-17.5,2010-07-18,2010-07-22,1,75,6,5,11,17,3,6,3,3,7,3,0
102,Fold3.1477,167.5,-17.5,2010-07-23,2010-07-27,1,75,1,7,1,5,14,9,8,12,3,1,1
103,Fold3.1478,167.5,-17.5,2010-07-28,2010-08-01,1,75,1,2,3,1,9,10,11,6,4,3,1
104,Fold3.1479,167.5,-17.5,2010-08-02,2010-08-06,1,75,5,5,2,8,11,1,8,8,2,3,1
105,Fold3.1480,167.5,-18.5,2010-07-13,2010-07-17,1,75,5,5,11,13,15,1,5,5,3,3,1
106,Fold3.1481,167.5,-18.5,2010-07-18,2010-07-22,1,75,2,5,11,8,14,6,3,3,8,3,0
107,Fold3.1482,167.5,-18.5,2010-07-23,2010-07-27,1,75,7,7,1,5,1,8,12,12,3,3,1
108,Fold3.1483,167.5,-18.5,2010-07-28,2010-08-01,1,75,4,2,3,1,9,10,11,11,7,3,1
109,Fold3.1484,167.5,-18.5,2010-08-02,2010-08-06,1,75,10,1,2,8,11,1,5,5,9,3,1
110,Fold3.1485,167.5,-19.5,2010-07-13,2010-07-17,1,75,10,5,11,13,15,1,5,5,3,3,1
111,Fold3.1486,167.5,-19.5,2010-07-18,2010-07-22,1,75,2,1,5,8,8,6,12,12,8,3,0
112,Fold3.1487,167.5,-19.5,2010-07-23,2010-07-27,1,75,9,7,1,5,2,8,12,12,4,3,0
113,Fold3.1488,167.5,-19.5,2010-07-28,2010-08-01,1,75,9,2,3,1,9,3,9,9,3,3,1
114,Fold3.1489,167.5,-19.5,2010-08-02,2010-08-06,1,75,10,5,2,15,11,1,8,8,6,3,1
115,Fold3.1490,167.5,-20.5,2010-07-13,2010-07-17,1,75,10,1,1,13,15,1,5,5,3,1,0
116,Fold3.1491,167.5,-20.5,2010-07-18,2010-07-22,1,75,8,1,2,2,8,6,2,2,8,3,1
117,Fold3.1492,167.5,-20.5,2010-07-23,2010-07-27,1,75,9,7,10,5,1,8,12,12,6,1,1
118,Fold3.1493,167.5,-20.5,2010-07-28,2010-08-01,1,75,9,2,3,17,11,6,9,9,3,3,0
119,Fold3.1494,167.5,-20.5,2010-08-02,2010-08-06,1,75,3,5,2,15,11,5,12,12,6,2,0
120,Fold3.1495,166.5,-20.5,2010-07-13,2010-07-17,1,75,10,5,2,9,12,1,5,5,6,1,1
121,Fold3.1496,166.5,-20.5,2010-07-18,2010-07-22,1,75,5,4,2,12,8,6,10,10,8,3,0
122,Fold3.1497,166.5,-20.5,2010-07-23,2010-07-27,1,75,2,2,10,5,1,10,12,12,12,4,1
123,Fold3.1498,166.5,-20.5,2010-07-28,2010-08-01,1,75,1,9,11,17,11,6,11,11,3,1,1
124,Fold3.1499,166.5,-20.5,2010-08-02,2010-08-06,1,75,3,5,11,15,11,5,2,2,11,3,0
125,Fold3.1500,166.5,-19.5,2010-07-13,2010-07-17,1,75,10,5,11,9,15,1,5,5,6,1,1
126,Fold3.1501,166.5,-19.5,2010-07-18,2010-07-22,1,75,5,3,6,12,8,2,12,12,8,3,1
127,Fold3.1502,166.5,-19.5,2010-07-23,2010-07-27,1,75,9,7,3,5,1,8,3,3,4,3,0
128,Fold3.1503,166.5,-19.5,2010-07-28,2010-08-01,1,75,6,10,3,6,3,6,9,9,7,3,1
129,Fold3.1504,166.5,-19.5,2010-08-02,2010-08-06,1,75,1,5,11,15,7,5,6,6,2,3,0
130,Fold3.1505,166.5,-18.5,2010-07-13,2010-07-17,1,75,5,5,11,13,15,1,5,7,3,3,1
131,Fold3.1506,166.5,-18.5,2010-07-18,2010-07-22,1,75,5,10,2,8,14,6,12,12,8,3,0
132,Fold3.1507,166.5,-18.5,2010-07-23,2010-07-27,1,75,1,7,10,5,2,8,12,12,6,3,1
133,Fold3.1508,166.5,-18.5,2010-07-28,2010-08-01,1,75,6,2,3,17,3,10,11,11,1,3,0
134,Fold3.1509,166.5,-18.5,2010-08-02,2010-08-06,1,75,10,5,11,8,7,1,4,4,6,3,0
135,Fold3.1510,166.5,-17.5,2010-07-13,2010-07-17,1,75,9,5,2,13,15,1,7,7,3,3,0
136,Fold3.1511,166.5,-17.5,2010-07-18,2010-07-22,1,75,10,5,11,17,3,6,3,3,7,3,1
137,Fold3.1512,166.5,-17.5,2010-07-23,2010-07-27,1,75,10,2,10,1,2,8,8,8,5,3,0
138,Fold3.1513,166.5,-17.5,2010-07-28,2010-08-01,1,75,6,2,3,1,9,10,11,11,2,3,1
139,Fold3.1514,166.5,-17.5,2010-08-02,2010-08-06,1,75,5,5,11,8,12,1,3,3,6,3,1
140,Fold3.1515,166.5,-16.5,2010-07-13,2010-07-17,1,75,7,1,5,13,15,1,5,5,3,4,1
141,Fold3.1516,166.5,-16.5,2010-07-18,2010-07-22,1,75,10,10,11,17,9,6,1,1,3,1,1
142,Fold3.1517,166.5,-16.5,2010-07-23,2010-07-27,1,75,1,2,10,5,3,5,11,11,1,3,0
143,Fold3.1518,166.5,-16.5,2010-07-28,2010-08-01,1,75,8,10,10,3,7,10,6,6,4,1,0
144,Fold3.1519,166.5,-16.5,2010-08-02,2010-08-06,1,75,2,5,11,8,5,1,3,3,6,3,0
145,Fold3.1520,166.5,-15.5,2010-07-13,2010-07-17,1,75,7,3,6,13,15,5,12,7,3,1,0
146,Fold3.1521,166.5,-15.5,2010-07-18,2010-07-22,1,75,7,5,11,17,9,6,1,8,7,1,0
147,Fold3.1522,166.5,-15.5,2010-07-23,2010-07-27,1,75,7,2,10,17,13,7,3,3,5,3,0
148,Fold3.1523,166.5,-15.5,2010-07-28,2010-08-01,1,75,1,1,1,3,11,10,6,6,2,1,1
149,Fold3.1524,166.5,-15.5,2010-08-02,2010-08-06,1,75,5,5,11,13,16,1,4,4,1,3,0
150,Fold3.1525,165.5,-20.5,2010-07-13,2010-07-17,1,75,1,9,2,13,12,1,12,12,6,4,1
151,Fold3.1526,165.5,-20.5,2010-07-18,2010-07-22,1,75,5,5,2,12,8,1,10,10,8,1,1
152,Fold3.1527,165.5,-20.5,2010-07-23,2010-07-27,1,75,2,2,10,5,1,10,3,3,12,1,0
153,Fold3.1528,165.5,-20.5,2010-07-28,2010-08-01,1,75,3,2,3,3,11,10,11,11,1,4,1
154,Fold3.1529,165.5,-20.5,2010-08-02,2010-08-06,1,75,10,5,11,15,7,1,11,11,12,3,0
155,Fold3.1530,165.5,-19.5,2010-07-13,2010-07-17,1,75,5,5,2,13,15,1,5,5,3,3,0
156,Fold3.1531,165.5,-19.5,2010-07-18,2010-07-22,1,75,9,1,5,12,8,2,10,10,8,3,1
157,Fold3.1532,165.5,-19.5,2010-07-23,2010-07-27,1,75,1,7,1,14,1,8,3,3,1,3,0
158,Fold3.1533,165.5,-19.5,2010-07-28,2010-08-01,1,75,6,2,3,3,9,10,9,9,1,3,1
159,Fold3.1534,165.5,-19.5,2010-08-02,2010-08-06,1,75,1,5,11,15,7,1,6,6,12,3,1
160,Fold3.1535,165.5,-18.5,2010-07-13,2010-07-17,1,75,10,5,11,13,15,1,5,5,5,3,0
161,Fold3.1536,165.5,-18.5,2010-07-18,2010-07-22,1,75,10,10,11,8,8,6,12,12,8,3,0
162,Fold3.1537,165.5,-18.5,2010-07-23,2010-07-27,1,75,9,6,10,1,1,8,7,7,6,3,0
163,Fold3.1538,165.5,-18.5,2010-07-28,2010-08-01,1,75,6,2,10,3,11,10,9,9,7,3,1
164,Fold3.1539,165.5,-18.5,2010-08-02,2010-08-06,1,75,10,5,11,8,7,1,4,4,6,3,0
165,Fold3.1540,165.5,-17.5,2010-07-13,2010-07-17,1,75,5,5,2,13,15,1,12,12,3,3,0
166,Fold3.1541,165.5,-17.5,2010-07-18,2010-07-22,1,75,10,5,11,8,9,6,3,3,7,3,1
167,Fold3.1542,165.5,-17.5,2010-07-23,2010-07-27,1,75,4,6,10,1,2,9,8,8,9,3,1
168,Fold3.1543,165.5,-17.5,2010-07-28,2010-08-01,1,75,8,10,3,3,4,10,6,6,2,3,1
169,Fold3.1544,165.5,-17.5,2010-08-02,2010-08-06,1,75,10,5,11,8,2,1,3,3,6,3,0
170,Fold3.1545,165.5,-16.5,2010-07-13,2010-07-17,1,75,9,1,5,13,15,1,5,5,3,3,0
171,Fold3.1546,165.5,-16.5,2010-07-18,2010-07-22,1,75,10,10,11,17,3,6,8,8,7,3,1
172,Fold3.1547,165.5,-16.5,2010-07-23,2010-07-27,1,75,7,2,10,1,3,10,9,9,1,3,1
173,Fold3.1548,165.5,-16.5,2010-07-28,2010-08-01,1,75,8,10,10,3,7,10,11,6,2,3,1
174,Fold3.1549,165.5,-16.5,2010-08-02,2010-08-06,1,75,2,5,11,8,1,1,3,3,6,3,1
175,Fold3.1550,165.5,-15.5,2010-07-13,2010-07-17,1,75,3,1,5,9,15,9,12,12,3,3,1
176,Fold3.1551,165.5,-15.5,2010-07-18,2010-07-22,1,75,2,5,2,17,3,6,8,8,7,1,0
177,Fold3.1552,165.5,-15.5,2010-07-23,2010-07-27,1,75,10,6,10,1,13,7,3,3,5,3,0
178,Fold3.1553,165.5,-15.5,2010-07-28,2010-08-01,1,75,8,3,6,1,11,10,8,8,2,2,1
179,Fold3.1554,165.5,-15.5,2010-08-02,2010-08-06,1,75,10,5,11,13,5,1,4,4,1,3,1
180,Fold3.3679,159.5,-11.5,2009-12-09,2009-12-13,1,88,1,6,8,4,11,2,8,8,12,2,0
181,Fold3.3680,159.5,-11.5,2009-12-14,2009-12-18,1,88,5,10,3,9,16,4,7,7,1,2,1
182,Fold3.3681,159.5,-11.5,2009-12-19,2009-12-23,1,88,3,5,7,5,3,5,9,9,1,3,0
183,Fold3.3682,159.5,-11.5,2009-12-24,2009-12-28,1,88,2,6,8,17,3,3,8,8,11,1,0
184,Fold3.3683,159.5,-11.5,2009-12-29,2010-01-02,1,88,4,6,10,16,2,7,3,3,5,4,0
185,Fold3.3684,159.5,-10.5,2009-12-09,2009-12-13,1,88,1,6,8,4,10,2,8,8,12,1,0
186,Fold3.3685,159.5,-10.5,2009-12-14,2009-12-18,1,88,10,10,3,9,16,4,7,7,1,1,1
187,Fold3.3686,159.5,-10.5,2009-12-19,2009-12-23,1,88,1,1,7,14,2,5,9,9,1,1,0
188,Fold3.3687,159.5,-10.5,2009-12-24,2009-12-28,1,88,1,6,8,1,9,9,2,2,1,3,1
189,Fold3.3688,159.5,-10.5,2009-12-29,2010-01-02,1,88,2,6,8,17,13,3,1,1,5,1,1
190,Fold3.3689,159.5,-9.5,2009-12-09,2009-12-13,1,88,9,6,8,16,6,8,7,7,1,3,1
191,Fold3.3690,159.5,-9.5,2009-12-14,2009-12-18,1,88,5,10,11,9,16,3,7,7,1,2,1
192,Fold3.3691,159.5,-9.5,2009-12-19,2009-12-23,1,88,9,1,2,5,10,2,5,5,1,1,1
193,Fold3.3692,159.5,-9.5,2009-12-24,2009-12-28,1,88,10,9,2,17,9,6,9,11,1,1,1
194,Fold3.3693,159.5,-9.5,2009-12-29,2010-01-02,1,88,4,2,10,17,3,3,9,9,5,4,0
195,Fold3.3694,159.5,-8.5,2009-12-09,2009-12-13,1,88,4,6,8,16,13,6,7,7,5,2,0
196,Fold3.3695,159.5,-8.5,2009-12-14,2009-12-18,1,88,6,2,3,9,13,10,8,8,1,2,1
197,Fold3.3696,159.5,-8.5,2009-12-19,2009-12-23,1,88,5,5,11,17,12,2,8,8,5,3,1
198,Fold3.3697,159.5,-8.5,2009-12-24,2009-12-28,1,88,10,10,11,17,8,1,1,1,1,1,1
199,Fold3.3698,159.5,-8.5,2009-12-29,2010-01-02,1,88,6,10,10,17,16,3,10,5,1,4,1
200,Fold3.3699,159.5,-7.5,2009-12-09,2009-12-13,1,88,1,8,4,11,13,9,3,3,5,3,1
201,Fold3.3700,159.5,-7.5,2009-12-14,2009-12-18,1,88,6,9,3,5,7,7,11,11,3,2,1
202,Fold3.3701,159.5,-7.5,2009-12-19,2009-12-23,1,88,9,5,11,17,15,6,8,8,5,4,0
203,Fold3.3702,159.5,-7.5,2009-12-24,2009-12-28,1,88,10,5,2,4,3,1,1,8,1,1,0
204,Fold3.3703,159.5,-7.5,2009-12-29,2010-01-02,1,88,3,10,10,12,6,10,1,1,5,1,1
205,Fold3.3704,159.5,-6.5,2009-12-09,2009-12-13,1,88,1,6,12,5,1,11,8,8,5,3,0
206,Fold3.3705,159.5,-6.5,2009-12-14,2009-12-18,1,88,4,9,2,17,12,9,8,8,9,3,0
207,Fold3.3706,159.5,-6.5,2009-12-19,2009-12-23,1,88,3,5,11,6,12,6,8,8,5,3,1
208,Fold3.3707,159.5,-6.5,2009-12-24,2009-12-28,1,88,5,3,6,4,10,4,7,7,5,3,1
209,Fold3.3708,159.5,-6.5,2009-12-29,2010-01-02,1,88,2,10,9,12,13,3,1,1,5,3,0
210,Fold3.3709,158.5,-11.5,2009-12-09,2009-12-13,1,88,1,6,8,4,2,5,8,8,12,3,1
211,Fold3.3710,158.5,-11.5,2009-12-14,2009-12-18,1,88,2,10,11,9,15,4,7,7,5,3,1
212,Fold3.3711,158.5,-11.5,2009-12-19,2009-12-23,1,88,3,5,2,1,14,7,1,1,5,3,0
213,Fold3.3712,158.5,-11.5,2009-12-24,2009-12-28,1,88,2,9,2,10,7,3,8,8,11,3,1
214,Fold3.3713,158.5,-11.5,2009-12-29,2010-01-02,1,88,4,6,8,16,9,5,1,1,5,1,1
215,Fold3.3714,158.5,-10.5,2009-12-09,2009-12-13,1,88,1,1,8,4,1,9,8,8,12,3,1
216,Fold3.3715,158.5,-10.5,2009-12-14,2009-12-18,1,88,5,10,3,13,1,4,7,7,5,3,1
217,Fold3.3716,158.5,-10.5,2009-12-19,2009-12-23,1,88,10,10,11,5,2,1,1,1,5,3,0
218,Fold3.3717,158.5,-10.5,2009-12-24,2009-12-28,1,88,10,6,8,1,9,4,1,1,9,3,1
219,Fold3.3718,158.5,-10.5,2009-12-29,2010-01-02,1,88,1,6,8,17,2,9,1,1,5,3,1
220,Fold3.3719,158.5,-9.5,2009-12-09,2009-12-13,1,88,9,6,8,16,6,2,7,7,12,2,0
221,Fold3.3720,158.5,-9.5,2009-12-14,2009-12-18,1,88,5,10,11,9,1,3,7,7,5,2,0
222,Fold3.3721,158.5,-9.5,2009-12-19,2009-12-23,1,88,5,10,9,5,11,2,8,8,5,3,1
223,Fold3.3722,158.5,-9.5,2009-12-24,2009-12-28,1,88,2,6,8,1,3,10,1,1,3,1,0
224,Fold3.3723,158.5,-9.5,2009-12-29,2010-01-02,1,88,4,9,10,5,2,7,12,12,5,4,1
225,Fold3.3724,158.5,-8.5,2009-12-09,2009-12-13,1,88,9,1,2,16,1,5,7,7,5,2,0
226,Fold3.3725,158.5,-8.5,2009-12-14,2009-12-18,1,88,6,10,11,9,16,3,10,10,5,2,1
227,Fold3.3726,158.5,-8.5,2009-12-19,2009-12-23,1,88,2,5,11,1,4,3,1,1,5,3,1
228,Fold3.3727,158.5,-8.5,2009-12-24,2009-12-28,1,88,8,6,8,17,9,10,2,2,3,1,1
229,Fold3.3728,158.5,-8.5,2009-12-29,2010-01-02,1,88,3,9,10,15,2,7,8,8,5,4,1
230,Fold3.3729,158.5,-7.5,2009-12-09,2009-12-13,1,88,1,9,5,4,6,11,7,7,5,3,1
231,Fold3.3730,158.5,-7.5,2009-12-14,2009-12-18,1,88,6,10,11,12,1,10,9,9,5,1,1
232,Fold3.3731,158.5,-7.5,2009-12-19,2009-12-23,1,88,2,5,11,5,4,6,11,11,5,3,0
233,Fold3.3732,158.5,-7.5,2009-12-24,2009-12-28,1,88,2,8,12,4,2,3,1,1,1,3,1
